Ward_code,Borough_code,Borough_name,Ward_name,candidate,party,party_long,number_votes,elected_flag,Number of councillors in ward
E05000520,E09000027,Richmond upon Thames,Hampton,"Mills, Margaret M. T. Ms.",LAB,Labour Party,394,,3
E05000520,E09000027,Richmond upon Thames,Hampton,"Makepeace, Donald",LAB,Labour Party,387,,3
E05000520,E09000027,Richmond upon Thames,Hampton,"Roberts, Howard D.",LAB,Labour Party,319,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Samuel, Geoffrey J.*",CON,Conservative Party,1390,Yes,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Howard, Kate Ms.",CON,Conservative Party,1313,Yes,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Seymour, Martin J.",CON,Conservative Party,1280,Yes,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Day, Ellen Ms.*",LD,Liberal Democrats,756,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Thornton, Darren M.*",LD,Liberal Democrats,700,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Coelho, Avril P. Ms.",LD,Liberal Democrats,686,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Mackie, Michael J.",UKIP,UK Independence Party (UKIP),416,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Maloney, Michael J.",UKIP,UK Independence Party (UKIP),397,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Rodwell, Paul D.",UKIP,UK Independence Party (UKIP),396,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Spawls, Louisa M. Ms.",LAB,Labour Party,379,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Butters, Jane Ms.",LAB,Labour Party,372,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Von Ruhland, Catherine E. A. Ms.",GRE,Green Party,342,,3
E05000521,E09000027,Richmond upon Thames,Hampton North,"Thrower, John H.",LAB,Labour Party,334,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Arbour, Tony*",CON,Conservative Party,1870,Yes,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Mathias, Tania W. Ms.*",CON,Conservative Party,1708,Yes,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Evans, Gareth J.*",CON,Conservative Party,1586,Yes,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Bangham, Michael J.",GRE,Green Party,696,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Chard, James H.",LD,Liberal Democrats,676,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Gee, Chris",LD,Liberal Democrats,647,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Goodrich, Mark B.",LD,Liberal Democrats,593,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Loewenstein, Caroline A. Ms.",LAB,Labour Party,522,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Ward, Gerard E.",LAB,Labour Party,520,,3
E05000522,E09000027,Richmond upon Thames,Hampton Wick,"Nixon, Sheila D. Ms.",LAB,Labour Party,474,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Coombs, John W. G.*",LD,Liberal Democrats,1147,Yes,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Butler, Alan D.*",CON,Conservative Party,1126,Yes,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Hambidge, Annie Ms.",CON,Conservative Party,1088,Yes,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Cobb, Rosy Ms.",LD,Liberal Democrats,1019,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Wilson, Michael R.",LD,Liberal Democrats,935,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Shaukat, Saba Ms.",CON,Conservative Party,933,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Evans, Rhonda Ms.",LAB,Labour Party,755,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Newbery, Robert J.",LAB,Labour Party,717,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Christie, Andrew D. W.",UKIP,UK Independence Party (UKIP),653,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Owen, Craig",LAB,Labour Party,609,,3
E05000523,E09000027,Richmond upon Thames,Heathfield,"Smith, Stephen P.",GRE,Green Party,311,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Bond, Meena Ms.*",CON,Conservative Party,2101,Yes,3
E05000524,E09000027,Richmond upon Thames,Kew,"Linnette, David R.*",CON,Conservative Party,1983,Yes,3
E05000524,E09000027,Richmond upon Thames,Kew,"Horner, Monica A. Ms.",CON,Conservative Party,1902,Yes,3
E05000524,E09000027,Richmond upon Thames,Kew,"Burford, J-F*",LD,Liberal Democrats,1601,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Mogilner, Catrin Ms.",LD,Liberal Democrats,1404,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Sosnowski, Leon",LD,Liberal Democrats,1223,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Webster, Andrew P. H.",GRE,Green Party,552,,3
E05000524,E09000027,Richmond upon Thames,Kew,"James, Gareth K.",LAB,Labour Party,348,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Leons-Marder, Pamela Ms.",LAB,Labour Party,338,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Eades, Tony",LAB,Labour Party,337,,3
E05000524,E09000027,Richmond upon Thames,Kew,"Harrison, Jane Ms.",IND,Independent,221,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Curran-Stockley, Gemma L. A. Ms.",CON,Conservative Party,1844,Yes,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Avon, Paul M.",CON,Conservative Party,1809,Yes,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Martin, Richard R.",CON,Conservative Party,1630,Yes,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Dingemans, Michael",LD,Liberal Democrats,907,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Dyer, Hong L. Ms.",LD,Liberal Democrats,856,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Mcnulty-Howard, Anton C. P.",LD,Liberal Democrats,665,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Page, James",GRE,Green Party,500,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Danciger, Simon L.",IND,Independent,454,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Aldridge, Steph Ms.",GRE,Green Party,436,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Griffiths, Leonard J.",LAB,Labour Party,386,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Ata, Ayar",LAB,Labour Party,383,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Somers, Derek G.",LAB,Labour Party,326,,3
E05000525,E09000027,Richmond upon Thames,Mortlake and Barnes Common,"Breslin, Anthony",GRE,Green Party,275,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Blakemore, Lisa C. Ms.*",CON,Conservative Party,1632,Yes,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Buter, Margaret Ms.",CON,Conservative Party,1593,Yes,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Speak, Stephen G. M.*",CON,Conservative Party,1515,Yes,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Ward, Emily K. Ms.",LD,Liberal Democrats,1086,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Robson, Rosina J. Ms.",LD,Liberal Democrats,1080,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Pyne, Richard H.",LD,Liberal Democrats,1057,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Williams, Tanya R. Ms.",GRE,Green Party,484,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Marder, Barnaby J. L.",LAB,Labour Party,386,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Risner, Pamela J. Ms.",LAB,Labour Party,383,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Jaimongal, Anthony J.",LAB,Labour Party,380,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Perrin, Raymond A.",UKIP,UK Independence Party (UKIP),295,,3
E05000526,E09000027,Richmond upon Thames,North Richmond,"Sosnierz, Jack",UKIP,UK Independence Party (UKIP),250,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Acton, Geoff",LD,Liberal Democrats,1729,Yes,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Khosa, Ben",LD,Liberal Democrats,1564,Yes,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Ehmann, Alexander C.",LD,Liberal Democrats,1469,Yes,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Healy, Suzanne Ms.",CON,Conservative Party,1413,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Harrison, Chris",CON,Conservative Party,1384,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Parker, Luke R.",CON,Conservative Party,1165,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Munro, Alick",GRE,Green Party,637,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Banaji, Penelope J. Ms.",LAB,Labour Party,466,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Nieper, Anthony R.",LAB,Labour Party,409,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Ferguson-Jones, Martyn",UKIP,UK Independence Party (UKIP),353,,3
E05000527,E09000027,Richmond upon Thames,St. Margarets and North Twickenham,"Tutchell, Derek J. A.",LAB,Labour Party,316,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Fleming, Pamela A. Ms.*",CON,Conservative Party,1866,Yes,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Buckwell, Peter E.",CON,Conservative Party,1793,Yes,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"O'Malley, Thomes K.*",CON,Conservative Party,1665,Yes,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Hennessy, Serena A. Ms.",LD,Liberal Democrats,788,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Lloyd, Susan H. Ms.",LD,Liberal Democrats,684,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Pilkington, Andrew D.",LD,Liberal Democrats,581,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Nash, Elizabeth J. Ms.",GRE,Green Party,564,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Caton, Brian L.",LAB,Labour Party,408,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Horrocks, Matthew D.",LAB,Labour Party,400,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Patel, Sachin",LAB,Labour Party,321,,3
E05000528,E09000027,Richmond upon Thames,South Richmond,"Leon, Robert A.",UKIP,UK Independence Party (UKIP),283,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Head, Clare O. Ms.*",CON,Conservative Party,1621,Yes,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Porter, David R.*",CON,Conservative Party,1551,Yes,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Marlow, David J.*",CON,Conservative Party,1480,Yes,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Christien, Dawny Ms.",LD,Liberal Democrats,918,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Butlin, Michael",LD,Liberal Democrats,914,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Membery, York",LD,Liberal Democrats,767,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Locke, Diana Ms.",GRE,Green Party,652,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Carpenter, James J.",LAB,Labour Party,521,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Mcgawn Lees, Beatriz Ms.",LAB,Labour Party,504,,3
E05000529,E09000027,Richmond upon Thames,South Twickenham,"Guichard, Stephen J.",LAB,Labour Party,502,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Churchill, Jennifer Ms.*",LD,Liberal Democrats,1587,Yes,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Elengorn, Martin D.*",LD,Liberal Democrats,1514,Yes,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Knight, Stephen J.*",LD,Liberal Democrats,1497,Yes,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Foster, Elizabeth Ms.",CON,Conservative Party,1447,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Hollis, Jon",CON,Conservative Party,1356,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Lamb, Simon",CON,Conservative Party,1296,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Sanders-Barwick, Mark",GRE,Green Party,512,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Ould, Cheryl C. Ms.",LAB,Labour Party,425,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Sims, Michelle Ms.",LAB,Labour Party,414,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Tutchell, Eva Ms.",LAB,Labour Party,385,,3
E05000530,E09000027,Richmond upon Thames,Teddington,"Stockford, Dominic F.",UKIP,UK Independence Party (UKIP),308,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Chappell, Susan M. Ms.*",CON,Conservative Party,1485,Yes,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Dias, Benedict",CON,Conservative Party,1293,Yes,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Hill, Helen R. Ms.",CON,Conservative Party,1267,Yes,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Burningham, Susan M. Ms.",LD,Liberal Democrats,1187,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Howes, Sue Ms.",LD,Liberal Democrats,1142,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Crouch, Roger M.",LD,Liberal Democrats,1027,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Page, Anne M. Ms.",GRE,Green Party,544,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Lane, Deborah Ms.",LAB,Labour Party,378,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Gladstone, Adam",LAB,Labour Party,375,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Harley, David",LAB,Labour Party,355,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Naylor, Scott*",UKIP,UK Independence Party (UKIP),293,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Meagher, Sarah J. Ms.",UKIP,UK Independence Party (UKIP),254,,3
E05000531,E09000027,Richmond upon Thames,Twickenham Riverside,"Edwards, Barry",UKIP,UK Independence Party (UKIP),235,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Allen, Piers R.*",LD,Liberal Democrats,1249,Yes,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Lee-Parsons, Helen Ms.*",LD,Liberal Democrats,1209,Yes,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Boulton, Jane Ms.",CON,Conservative Party,1133,Yes,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Fevrier, Reuben",CON,Conservative Party,1105,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Pollesche, Lesley E. Ms.*",LD,Liberal Democrats,1030,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Woolnough, Graham",CON,Conservative Party,966,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Browning, Neil R.",LAB,Labour Party,520,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Howard, Lisa Ms.",GRE,Green Party,482,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Tanto, Paul",LAB,Labour Party,474,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Mccabe, Peter",LAB,Labour Party,446,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Lailey, Richard G.",UKIP,UK Independence Party (UKIP),405,,3
E05000532,E09000027,Richmond upon Thames,West Twickenham,"Moodie, Jamie A.",UKIP,UK Independence Party (UKIP),367,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Elliott, Gareth*",CON,Conservative Party,1427,Yes,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Healy, Grant",CON,Conservative Party,1129,Yes,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Jaeger, Liz Ms.*",LD,Liberal Democrats,1104,Yes,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Hope, Marc",CON,Conservative Party,1082,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Juriansz, Alan M.",LD,Liberal Democrats,902,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Topol, Steven J.",LD,Liberal Democrats,796,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Orchard, Douglas",UKIP,UK Independence Party (UKIP),555,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"H, Paul",IND,Independent,469,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Wilton, Neil R.",IND,Independent,455,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Barber, Alan",LAB,Labour Party,425,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Batey, Stephen J.",LAB,Labour Party,390,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Low, Sampson E. D.",LAB,Labour Party,315,,3
E05000533,E09000027,Richmond upon Thames,Whitton,"Majainah, Rustam G.",GRE,Green Party,267,,3
E05000534,E09000028,Southwark,Brunswick Park,"Burgess, Rahda E. Ms.",LAB,Labour Party,2102,Yes,3
E05000534,E09000028,Southwark,Brunswick Park,"Williams, Mark*",LAB,Labour Party,1861,Yes,3
E05000534,E09000028,Southwark,Brunswick Park,"Wingfield, Ian*",LAB,Labour Party,1815,Yes,3
E05000534,E09000028,Southwark,Brunswick Park,"Fidgett, Alexis",GRE,Green Party,643,,3
E05000534,E09000028,Southwark,Brunswick Park,"Spring, Andy",GRE,Green Party,576,,3
E05000534,E09000028,Southwark,Brunswick Park,"Masters-Kelly, Conor",GRE,Green Party,546,,3
E05000534,E09000028,Southwark,Brunswick Park,"Blake, Jennifer Ms.",APP,All People's Party,360,,3
E05000534,E09000028,Southwark,Brunswick Park,"Phillips, Stephen G. B.",CON,Conservative Party,347,,3
E05000534,E09000028,Southwark,Brunswick Park,"Wood, Rebecca Ms.",CON,Conservative Party,342,,3
E05000534,E09000028,Southwark,Brunswick Park,"Dawson, Elizabeth Ms.",LD,Liberal Democrats,287,,3
E05000534,E09000028,Southwark,Brunswick Park,"Thurogood-Hyde, Tomas W.",CON,Conservative Party,283,,3
E05000534,E09000028,Southwark,Brunswick Park,"Swidlicki, Pawel K. A.",LD,Liberal Democrats,230,,3
E05000534,E09000028,Southwark,Brunswick Park,"Zuleta, Lorraine Ms.",LD,Liberal Democrats,201,,3
E05000535,E09000028,Southwark,Camberwell Green,"Flynn, Tom",LAB,Labour Party,2141,Yes,3
E05000535,E09000028,Southwark,Camberwell Green,"Dixon-Fyle, Dora Ms.*",LAB,Labour Party,2124,Yes,3
E05000535,E09000028,Southwark,Camberwell Green,"Williams, Kieron",LAB,Labour Party,1933,Yes,3
E05000535,E09000028,Southwark,Camberwell Green,"Beresford, Tracey E. Ms.",GRE,Green Party,525,,3
E05000535,E09000028,Southwark,Camberwell Green,"Evans, David",GRE,Green Party,360,,3
E05000535,E09000028,Southwark,Camberwell Green,"Friel, Rosemary P. Ms.",GRE,Green Party,354,,3
E05000535,E09000028,Southwark,Camberwell Green,"Canto, Mark D.",UKIP,UK Independence Party (UKIP),302,,3
E05000535,E09000028,Southwark,Camberwell Green,"Hayward, Robert A.",CON,Conservative Party,277,,3
E05000535,E09000028,Southwark,Camberwell Green,"Hann, Colin W. A.",CON,Conservative Party,271,,3
E05000535,E09000028,Southwark,Camberwell Green,"Adewale, Terry",APP,All People's Party,245,,3
E05000535,E09000028,Southwark,Camberwell Green,"Lee, Penny Ms.",LD,Liberal Democrats,236,,3
E05000535,E09000028,Southwark,Camberwell Green,"Thompson, Marjorie E. Ms.",CON,Conservative Party,225,,3
E05000535,E09000028,Southwark,Camberwell Green,"Ellis, James",TUSC,Trade Unionist and Socialist Coalition,143,,3
E05000535,E09000028,Southwark,Camberwell Green,"Orso, Georgina Ms.",LD,Liberal Democrats,140,,3
E05000535,E09000028,Southwark,Camberwell Green,"Malins, Richard W.",LD,Liberal Democrats,136,,3
E05000536,E09000028,Southwark,Cathedrals,"Morris, Adele*",LD,Liberal Democrats,1642,Yes,3
E05000536,E09000028,Southwark,Cathedrals,"Noakes, David*",LD,Liberal Democrats,1562,Yes,3
E05000536,E09000028,Southwark,Cathedrals,"Linforth-Hall, Maria R. Ms.",LD,Liberal Democrats,1518,Yes,3
E05000536,E09000028,Southwark,Cathedrals,"Heys, Tom",LAB,Labour Party,1216,,3
E05000536,E09000028,Southwark,Cathedrals,"Dennis, Helen Ms.",LAB,Labour Party,1210,,3
E05000536,E09000028,Southwark,Cathedrals,"Islam, Sirajul",LAB,Labour Party,1037,,3
E05000536,E09000028,Southwark,Cathedrals,"Concepcion, Charlene Ms.",GRE,Green Party,512,,3
E05000536,E09000028,Southwark,Cathedrals,"Collins, Laura A. Ms.",CON,Conservative Party,509,,3
E05000536,E09000028,Southwark,Cathedrals,"Duckworth, James",GRE,Green Party,473,,3
E05000536,E09000028,Southwark,Cathedrals,"Webster, James L. W.",CON,Conservative Party,454,,3
E05000536,E09000028,Southwark,Cathedrals,"Lyons, Eleanor J. Q. Ms.",CON,Conservative Party,423,,3
E05000536,E09000028,Southwark,Cathedrals,"Whitehead, Ciaran",GRE,Green Party,394,,3
E05000536,E09000028,Southwark,Cathedrals,"Murray, Peter J.",UKIP,UK Independence Party (UKIP),343,,3
E05000537,E09000028,Southwark,Chaucer,"Maugham, Claire Ms.",LAB,Labour Party,1765,Yes,3
E05000537,E09000028,Southwark,Chaucer,"Eastham, Karl D.",LAB,Labour Party,1758,Yes,3
E05000537,E09000028,Southwark,Chaucer,"Luthra, Vijay",LAB,Labour Party,1645,Yes,3
E05000537,E09000028,Southwark,Chaucer,"Clark, Poddy*",LD,Liberal Democrats,1475,,3
E05000537,E09000028,Southwark,Chaucer,"Houngbo, William",LD,Liberal Democrats,1283,,3
E05000537,E09000028,Southwark,Chaucer,"Mcnally, Tim*",LD,Liberal Democrats,1276,,3
E05000537,E09000028,Southwark,Chaucer,"Blackman, Paul",GRE,Green Party,719,,3
E05000537,E09000028,Southwark,Chaucer,"Packer, Tom",CON,Conservative Party,420,,3
E05000537,E09000028,Southwark,Chaucer,"Didier-Garnham, Suzie A. Ms.",CON,Conservative Party,414,,3
E05000537,E09000028,Southwark,Chaucer,"Woodrow, Russell V.",CON,Conservative Party,330,,3
E05000537,E09000028,Southwark,Chaucer,"Linacre, Emma K. Ms.",TUSC,Trade Unionist and Socialist Coalition,124,,3
E05000538,E09000028,Southwark,College,"Hayes, Helen E. Ms.*",LAB,Labour Party,2287,Yes,3
E05000538,E09000028,Southwark,College,"Simmons, Andy*",LAB,Labour Party,2070,Yes,3
E05000538,E09000028,Southwark,College,"Hartley, Jon",LAB,Labour Party,1987,Yes,3
E05000538,E09000028,Southwark,College,"Robinson, Lewis*",CON,Conservative Party,1286,,3
E05000538,E09000028,Southwark,College,"Chatli, Lindsay Ms.",CON,Conservative Party,1174,,3
E05000538,E09000028,Southwark,College,"Millson, Stuart R. L.",CON,Conservative Party,1137,,3
E05000538,E09000028,Southwark,College,"Lothian, Kirsty A. Ms.",GRE,Green Party,389,,3
E05000538,E09000028,Southwark,College,"Goodman, Robert N.",GRE,Green Party,370,,3
E05000538,E09000028,Southwark,College,"Vincent, Jamie",GRE,Green Party,346,,3
E05000538,E09000028,Southwark,College,"Connolly, Theresa P. Ms.",LD,Liberal Democrats,230,,3
E05000538,E09000028,Southwark,College,"Gardner, Brigid C. Ms.",LD,Liberal Democrats,219,,3
E05000538,E09000028,Southwark,College,"Hedley, John",LD,Liberal Democrats,201,,3
E05000539,E09000028,Southwark,East Dulwich,"Barber, James*",LD,Liberal Democrats,1667,Yes,3
E05000539,E09000028,Southwark,East Dulwich,"Shimell, Rosie Ms.*",LD,Liberal Democrats,1441,Yes,3
E05000539,E09000028,Southwark,East Dulwich,"Smith, Charlie",LAB,Labour Party,1342,Yes,3
E05000539,E09000028,Southwark,East Dulwich,"Mitchell, Jonathan S.*",LD,Liberal Democrats,1298,,3
E05000539,E09000028,Southwark,East Dulwich,"Morshead, Katharine M. Ms.",LAB,Labour Party,1298,,3
E05000539,E09000028,Southwark,East Dulwich,"Bakharia, Cassim",LAB,Labour Party,1279,,3
E05000539,E09000028,Southwark,East Dulwich,"Armour, Sophie Ms.",GRE,Green Party,702,,3
E05000539,E09000028,Southwark,East Dulwich,"Taubin, Abby Ms.",GRE,Green Party,636,,3
E05000539,E09000028,Southwark,East Dulwich,"Chaplin, Paul",GRE,Green Party,463,,3
E05000539,E09000028,Southwark,East Dulwich,"Broomhead, Alan",CON,Conservative Party,352,,3
E05000539,E09000028,Southwark,East Dulwich,"Lyons, Joseph A.",CON,Conservative Party,346,,3
E05000539,E09000028,Southwark,East Dulwich,"Okparaocha, Edith I.",CON,Conservative Party,294,,3
E05000539,E09000028,Southwark,East Dulwich,"Stanbury, Linda Ms.",UKIP,UK Independence Party (UKIP),208,,3
E05000540,E09000028,Southwark,East Walworth,"Lury, Rebecca Ms.*",LAB,Labour Party,1693,Yes,3
E05000540,E09000028,Southwark,East Walworth,"Merrill, Darren*",LAB,Labour Party,1549,Yes,3
E05000540,E09000028,Southwark,East Walworth,"Seaton, Martin*",LAB,Labour Party,1510,Yes,3
E05000540,E09000028,Southwark,East Walworth,"Salmon, Jane Ms.",LD,Liberal Democrats,612,,3
E05000540,E09000028,Southwark,East Walworth,"Harper, James M.",LD,Liberal Democrats,552,,3
E05000540,E09000028,Southwark,East Walworth,"Beckley, Daniel",LD,Liberal Democrats,537,,3
E05000540,E09000028,Southwark,East Walworth,"Draper, Joshua",GRE,Green Party,454,,3
E05000540,E09000028,Southwark,East Walworth,"Kemp, Philip H.",CON,Conservative Party,257,,3
E05000540,E09000028,Southwark,East Walworth,"Salisbury, Emma C. G. Ms.",CON,Conservative Party,249,,3
E05000540,E09000028,Southwark,East Walworth,"Tutt, Andre L. Ms.",CON,Conservative Party,213,,3
E05000540,E09000028,Southwark,East Walworth,"Dewsbury, Magnus",TUSC,Trade Unionist and Socialist Coalition,164,,3
E05000540,E09000028,Southwark,East Walworth,"Carrington, Lucy Ms.",IND,Independent,150,,3
E05000540,E09000028,Southwark,East Walworth,"Obisesan, Tess Ms.",APP,All People's Party,113,,3
E05000541,E09000028,Southwark,Faraday,"Lauder, Lorraine Ms.*",LAB,Labour Party,1590,yes,3
E05000541,E09000028,Southwark,Faraday,"Fleming, Paul W.",LAB,Labour Party,1567,yes,3
E05000541,E09000028,Southwark,Faraday,"Garfield, Dan*",LAB,Labour Party,1508,yes,3
E05000541,E09000028,Southwark,Faraday,"Ades, Rose Ms.",GRE,Green Party,302,,3
E05000541,E09000028,Southwark,Faraday,"Prieg, Lynda Ms.",GRE,Green Party,262,,3
E05000541,E09000028,Southwark,Faraday,"Pocock, Ian",GRE,Green Party,251,,3
E05000541,E09000028,Southwark,Faraday,"Eckersley, Toby",CON,Conservative Party,245,,3
